book,book_vec,avg_chap_vec,authenticity
1,"[-0.07975039 -0.0811616   0.17955793 -0.03609728 -0.17258857  0.03017532
  0.05639096  0.19574992 -0.08307359  0.00944778 -0.03983176 -0.05888186
  0.11914235  0.14352304 -0.08094537  0.098857   -0.14505793 -0.04545981
  0.17993745 -0.15501629  0.03941987 -0.10630316 -0.04636675  0.08405775
 -0.09960601  0.1086828   0.0292988  -0.09248681  0.00468908 -0.00444282
 -0.02761806  0.10207011  0.19854596 -0.06315483 -0.07564859  0.00595039
 -0.09648815 -0.0152846   0.1056723  -0.00378577  0.01272103  0.03396741
  0.04808128 -0.03027745  0.12951693  0.01983506  0.00418071 -0.02623543
  0.07744482  0.01524256 -0.08895367  0.06491787 -0.11331293 -0.02167742
  0.16193397 -0.0897833  -0.11989978 -0.04100379  0.14284801 -0.10943654
 -0.00824535  0.02259489  0.11422995 -0.09307645 -0.18815841  0.05075267
 -0.01618338  0.07474333  0.04944643 -0.06971841  0.12325799  0.01000113
  0.19807087  0.01257598 -0.08265843  0.0759342  -0.14283982  0.05973587
  0.07772992  0.05254797 -0.03463535  0.01861349  0.11263333 -0.07466727
 -0.03090821 -0.09873042  0.0792871  -0.13993824 -0.25710034  0.19399646
  0.01945134 -0.13488771 -0.05798873 -0.09565718  0.14273632 -0.05012859
 -0.02800147  0.04401879  0.1313224   0.1150239  -0.0404735  -0.04915371
  0.055625   -0.01943573 -0.04176718 -0.09965585 -0.03305655 -0.05522706
 -0.03756862 -0.01684703 -0.08495211  0.08311643  0.00920055 -0.07209643
 -0.13665678 -0.02984037 -0.01368013 -0.00470513  0.06869464  0.04175247
  0.22425371  0.07994265 -0.04674406  0.14746925  0.05664977 -0.0527009
 -0.06335362  0.03613324  0.05615413  0.07649496 -0.16503951 -0.12647231
  0.136553   -0.09600611 -0.11472461 -0.08143196  0.10045677  0.03042308
  0.01059525 -0.05292514  0.03212449  0.0574395   0.07050373  0.13635682
 -0.11232996 -0.02158015 -0.0287156   0.07102469  0.04574439 -0.00899081
 -0.06712267 -0.05151834  0.01111905 -0.25490767  0.17477481 -0.26047605
  0.05428936 -0.16765033 -0.15055484 -0.0227815   0.09211739 -0.09969053
 -0.03764612 -0.15996492 -0.00981202 -0.09620923 -0.04558907  0.0787691
  0.09894271 -0.02873721  0.09074575 -0.05928864  0.07641456  0.09140953
  0.08803836  0.1157015  -0.15148675  0.03802524  0.00390691  0.02672272
  0.05034343  0.06616556  0.09417044  0.06554345  0.06893699  0.0865599
  0.02148644  0.10748776 -0.03032835 -0.08531041  0.01911565 -0.00650447
 -0.0887908   0.05832674 -0.08464456  0.05221812 -0.17406063 -0.00999366
  0.0166424  -0.13074502  0.21732214  0.09899404 -0.0783208  -0.130268
  0.06608146 -0.01988517 -0.09150264 -0.01474931 -0.08636544 -0.01752615
  0.19251336  0.11764959 -0.00452964  0.04824555 -0.05802144  0.04273788
 -0.10122014  0.04705533 -0.04163846  0.09391088  0.09777286 -0.01253454
  0.0753563  -0.06951194 -0.09743795 -0.10457541  0.11673898 -0.09734898
  0.12959076  0.15938969 -0.01241278 -0.13357243  0.0453529  -0.06712537
  0.06087479 -0.02026117  0.00985933  0.08811241 -0.08537222  0.06939152
 -0.04631216 -0.13688982 -0.02780942  0.05881065 -0.01796485  0.02080156
 -0.09674494  0.05027911  0.03973614 -0.02813441 -0.08532329 -0.09452613
  0.22973566 -0.11550667 -0.08409899  0.00179101 -0.20145585 -0.10693084
 -0.00265862  0.02422346  0.11088764  0.1422516  -0.05129812  0.06143923
  0.0388573  -0.14371626  0.18270773  0.04301203  0.20046958  0.09800835
 -0.05897398  0.03381737  0.04100648  0.01985724  0.07481781  0.08267093
  0.04022107 -0.09741582  0.07673997 -0.00291245  0.13670978  0.05120936
 -0.06605657 -0.06639165  0.04749212  0.00300799  0.07170898 -0.00146472
  0.0262385   0.0352544   0.08151636 -0.04013275  0.10110486  0.00812535
 -0.12765956  0.1377323   0.03948475 -0.01453361  0.15140381 -0.02046544]","[-0.08059783 -0.08063043  0.18013267 -0.03692251 -0.17443389  0.03091778
  0.05812719  0.1961936  -0.08399919  0.00998828 -0.03867623 -0.0588944
  0.12119851  0.1433536  -0.0805956   0.09875761 -0.14655183 -0.04575084
  0.18055807 -0.15581685  0.03945403 -0.10659909 -0.04612717  0.08345866
 -0.10182447  0.10828699  0.02922215 -0.09357141  0.00324029 -0.00403148
 -0.02554387  0.10297014  0.19862978 -0.06280359 -0.07340132  0.0058056
 -0.09646145 -0.0170331   0.10610991 -0.00478359  0.01258151  0.03323226
  0.04872449 -0.03019506  0.13187702  0.01981374  0.00484241 -0.02550203
  0.07844958  0.01620284 -0.08957296  0.06387168 -0.11243731 -0.02063645
  0.16093391 -0.09035511 -0.1195286  -0.04178194  0.14152788 -0.10900404
 -0.00830943  0.02289101  0.11381581 -0.09309049 -0.18903615  0.05167732
 -0.01672898  0.07608165  0.05069031 -0.06861575  0.12335342  0.01108858
  0.19824594  0.01185071 -0.08299278  0.07711078 -0.1420833   0.0611536
  0.07747893  0.05233321 -0.03301614  0.01895561  0.1147915  -0.07723185
 -0.03119353 -0.10009643  0.07718013 -0.13938037 -0.25837532  0.19394003
  0.0192734  -0.13591464 -0.05724535 -0.09420057  0.14236103 -0.05023459
 -0.02812186  0.04549071  0.13307609  0.11498723 -0.04161805 -0.04930482
  0.05614524 -0.01797033 -0.04161709 -0.09957244 -0.03295706 -0.05560399
 -0.03824125 -0.01752663 -0.08564857  0.08362794  0.00966778 -0.0728452
 -0.13581598 -0.03072822 -0.01298907 -0.00453796  0.06829561  0.04138369
  0.22431225  0.07976502 -0.04555654  0.14884983  0.05536349 -0.05281809
 -0.0635078   0.0371186   0.0556885   0.07562321 -0.16625713 -0.1256963
  0.13701859 -0.09582314 -0.11593905 -0.08184976  0.10105914  0.0317268
  0.01046811 -0.05347098  0.03339363  0.05829573  0.07059283  0.13796951
 -0.11351051 -0.02196742 -0.02858497  0.07311048  0.04465034 -0.00998602
 -0.06714462 -0.05050755  0.01045477 -0.25611478  0.17481957 -0.2609872
  0.05428613 -0.16573426 -0.1508992  -0.02472668  0.09268845 -0.1002502
 -0.03663659 -0.15983576 -0.01009514 -0.09574787 -0.04622762  0.08028158
  0.09759811 -0.03033301  0.0917029  -0.05881546  0.07489245  0.090801
  0.08944844  0.11460147 -0.15209961  0.03898918  0.00510869  0.02616164
  0.05048113  0.06412274  0.09525329  0.06677543  0.07006696  0.08682372
  0.02185231  0.10766434 -0.03135392 -0.08610534  0.01949338 -0.00638138
 -0.08770973  0.05881009 -0.08394251  0.05321808 -0.17432489 -0.009485
  0.01695702 -0.13139287  0.21809599  0.09710806 -0.0783721  -0.12935843
  0.06649662 -0.02136115 -0.09229985 -0.01368183 -0.08636232 -0.01824097
  0.19329183  0.11615993 -0.00409897  0.04926264 -0.0592321   0.0436169
 -0.10247188  0.0453726  -0.04174041  0.09427527  0.09930256 -0.01173174
  0.07565098 -0.07068374 -0.09684063 -0.1036507   0.1162994  -0.09863221
  0.12865147  0.15820199 -0.01359414 -0.13392037  0.04715066 -0.06632754
  0.06062797 -0.01984072  0.01218906  0.08872218 -0.08670972  0.06979426
 -0.04586384 -0.13688107 -0.02759051  0.06135182 -0.01704506  0.02249086
 -0.09787566  0.04928512  0.03859461 -0.0286603  -0.08546773 -0.09558899
  0.22900209 -0.11621337 -0.08372109  0.00169844 -0.20295638 -0.10719915
 -0.00374979  0.02444422  0.11144508  0.14109586 -0.05130746  0.06213953
  0.03958457 -0.14407463  0.18439586  0.04215757  0.1998188   0.09957245
 -0.05947752  0.03368654  0.04206734  0.02077456  0.07448231  0.08479989
  0.03728165 -0.09768404  0.0777078  -0.00394467  0.13686936  0.05064244
 -0.06639205 -0.06441861  0.04799887  0.00328858  0.07120224 -0.0003991
  0.02731898  0.03622998  0.08202308 -0.04025988  0.10045225  0.00673133
 -0.13009976  0.13894244  0.03794062 -0.01395357  0.14964965 -0.01959531]",1
2,"[-0.07661379 -0.07531463  0.18207344 -0.03929137 -0.17368284  0.03055148
  0.05727158  0.19885239 -0.08212859  0.01528217 -0.03586405 -0.05983415
  0.11624903  0.1474788  -0.07707027  0.10267411 -0.14422962 -0.04527944
  0.17668647 -0.16379285  0.03640278 -0.09718206 -0.04866827  0.07842845
 -0.09849727  0.11041779  0.02032019 -0.09479868  0.00188328 -0.00856656
 -0.01741916  0.10105784  0.19460046 -0.0529585  -0.07366513  0.00528938
 -0.09409288 -0.01395531  0.10758772 -0.010848    0.00954278  0.03174533
  0.04284065 -0.03644981  0.1353659   0.02287382  0.00695625 -0.02808088
  0.07560541  0.01701996 -0.09020088  0.0625893  -0.11226863 -0.01827643
  0.1611001  -0.08621807 -0.11477671 -0.03999459  0.13921477 -0.1114943
 -0.00539436  0.01695014  0.11436988 -0.09118125 -0.19246475  0.0566241
 -0.01731233  0.06966783  0.04827835 -0.07033609  0.1281648   0.00902238
  0.19537406  0.0100795  -0.08255533  0.07795826 -0.14260557  0.06545973
  0.07113779  0.05585064 -0.03465771  0.01273188  0.11775258 -0.08123741
 -0.03681166 -0.10560808  0.0763521  -0.13796294 -0.25495443  0.19757359
  0.0186248  -0.14507206 -0.05677712 -0.09032754  0.14827617 -0.05153153
 -0.03775643  0.05041966  0.13572894  0.11744036 -0.04370325 -0.0519247
  0.05590238 -0.02028807 -0.03922632 -0.09511004 -0.03715144 -0.05790714
 -0.04003885 -0.00934    -0.09503338  0.08633337  0.01081211 -0.06873408
 -0.142454   -0.03434568 -0.01307803  0.00286886  0.07282897  0.0404296
  0.22739945  0.08886609 -0.04093783  0.14790574  0.06028614 -0.05516957
 -0.06134902  0.03518309  0.05812276  0.07131447 -0.16834594 -0.13082707
  0.14043084 -0.09460019 -0.1153304  -0.07801798  0.09895346  0.03526344
  0.01446443 -0.05936211  0.03294292  0.05484236  0.06757046  0.13546857
 -0.11413042 -0.02351507 -0.02704798  0.07323528  0.04012212 -0.00900568
 -0.06321796 -0.0494968   0.01495106 -0.26053503  0.17283843 -0.25462514
  0.05283035 -0.16255204 -0.15387087 -0.02609867  0.09181447 -0.10911416
 -0.02829628 -0.16860907 -0.01570259 -0.09786166 -0.04993066  0.07439741
  0.10275398 -0.02876306  0.0874717  -0.05756778  0.07644121  0.09513316
  0.09258522  0.11722919 -0.1462721   0.03876684  0.00623471  0.02724105
  0.04452243  0.06070294  0.09277678  0.06272655  0.067047    0.08251348
  0.01781987  0.1161962  -0.03072913 -0.08496076  0.02244057 -0.0009131
 -0.08497626  0.05848658 -0.07954806  0.04198953 -0.17518358 -0.01048507
  0.01815053 -0.12990263  0.21715006  0.1020031  -0.08367903 -0.12374251
  0.06322778 -0.02929675 -0.09017438 -0.00727534 -0.08843803 -0.02029595
  0.20279212  0.12009636 -0.00398144  0.04439887 -0.06206827  0.04379152
 -0.09777819  0.04563478 -0.04859805  0.09530386  0.102029   -0.01344329
  0.07532716 -0.07250911 -0.10190938 -0.09689308  0.11057918 -0.10116631
  0.12385567  0.14871189 -0.01364892 -0.13776267  0.05122242 -0.05758169
  0.06150109 -0.02251462  0.00916169  0.08899768 -0.09631599  0.07161488
 -0.04346394 -0.13492651 -0.03005125  0.06637903 -0.01553378  0.01824555
 -0.09587777  0.04007547  0.04087661 -0.02776337 -0.07834184 -0.09587856
  0.22283113 -0.11880982 -0.08191883 -0.00151286 -0.2035911  -0.1082248
 -0.00211124  0.02454976  0.11029719  0.14518763 -0.05663369  0.06203976
  0.04050245 -0.14289261  0.1852097   0.04457515  0.19431144  0.09998539
 -0.06527103  0.03008033  0.04274363  0.01833422  0.07061173  0.08243418
  0.03788271 -0.0952131   0.07327587 -0.00573975  0.14285958  0.04559286
 -0.06232291 -0.06421094  0.04436133 -0.00201434  0.06944903  0.00199812
  0.02484173  0.03781681  0.07578087 -0.03846736  0.09412558  0.00436792
 -0.13576822  0.13343324  0.03722132 -0.01579534  0.14833485 -0.01905815]","[-0.07492121 -0.07531375  0.18284395 -0.0385686  -0.17436476  0.03030411
  0.05771     0.19901006 -0.08235031  0.01622286 -0.03470601 -0.06051953
  0.11670104  0.14816998 -0.07661431  0.10291243 -0.14360681 -0.04564043
  0.17655443 -0.16470654  0.03684138 -0.09799723 -0.04848383  0.07722508
 -0.09982076  0.11006842  0.01880366 -0.09430811  0.00196709 -0.00857908
 -0.01784497  0.09990734  0.19354454 -0.05246009 -0.07430493  0.00686585
 -0.09443469 -0.01384523  0.10711887 -0.01087299  0.00833309  0.03179591
  0.04326113 -0.03574997  0.13461004  0.02302402  0.00634811 -0.02696602
  0.07511766  0.01814574 -0.09075931  0.06291736 -0.1127143  -0.01871708
  0.16140684 -0.08596572 -0.11325303 -0.04090978  0.13968681 -0.11042017
 -0.00569111  0.01801011  0.113957   -0.09168752 -0.19340537  0.056706
 -0.01750564  0.06932292  0.04796349 -0.07034282  0.1281309   0.00842098
  0.194443    0.01019926 -0.08422319  0.07922364 -0.14163755  0.0665228
  0.07149179  0.05563205 -0.03552502  0.01422043  0.11644024 -0.08167908
 -0.03867408 -0.10538665  0.07518524 -0.1371075  -0.2544836   0.19835085
  0.01818504 -0.14439039 -0.05770225 -0.08946544  0.14900512 -0.05194984
 -0.03563906  0.04857454  0.13567987  0.11662831 -0.04304954 -0.05218643
  0.05644508 -0.02053623 -0.03859845 -0.09553793 -0.03706681 -0.05660098
 -0.0403882  -0.00834505 -0.09661717  0.08696594  0.0128127  -0.06871536
 -0.14191    -0.03361253 -0.01308395  0.00264709  0.07470272  0.04115463
  0.22842911  0.08826669 -0.04090314  0.14827843  0.06001176 -0.05530005
 -0.06176669  0.03458019  0.05801661  0.07109613 -0.16796407 -0.13074599
  0.14110707 -0.09267333 -0.11588759 -0.07765128  0.09999042  0.03689134
  0.01434701 -0.0602619   0.03308024  0.05429685  0.06684171  0.13513625
 -0.11512055 -0.02367174 -0.02667601  0.07340712  0.04085924 -0.0114997
 -0.06287628 -0.04930514  0.01451948 -0.26190004  0.17217413 -0.25402263
  0.05358411 -0.16291477 -0.15267278 -0.02623296  0.09189793 -0.10916161
 -0.02683847 -0.16914366 -0.01729059 -0.09964471 -0.04980258  0.0730627
  0.10292165 -0.02850482  0.08696657 -0.05754891  0.07688785  0.09345185
  0.09175843  0.11686307 -0.14695781  0.03948151  0.00768641  0.02691921
  0.04371034  0.06052587  0.09326933  0.06325967  0.06744834  0.08124364
  0.01779252  0.115827   -0.03164371 -0.08538257  0.02188208 -0.00195979
 -0.08514594  0.05857563 -0.08018246  0.04109243 -0.1753405  -0.01128014
  0.01840658 -0.13028651  0.21841548  0.10214149 -0.08082638 -0.12337048
  0.06242303 -0.02932143 -0.08870616 -0.00777946 -0.08889355 -0.0208757
  0.20354787  0.11974831 -0.00495534  0.04496203 -0.06154043  0.04473487
 -0.09613482  0.0460805  -0.04954384  0.09579238  0.10168552 -0.01297935
  0.07501332 -0.07236276 -0.10243363 -0.09681171  0.10995309 -0.10314541
  0.1241396   0.14916554 -0.01315147 -0.1381      0.05097869 -0.05668443
  0.06148249 -0.02296391  0.00835038  0.08791907 -0.09700947  0.07193533
 -0.04231755 -0.13426569 -0.03056184  0.06697962 -0.01611456  0.01907007
 -0.09672345  0.04023516  0.0405368  -0.02911169 -0.07810091 -0.09699798
  0.22312725 -0.11843101 -0.08119678 -0.00211659 -0.20411424 -0.10835295
 -0.00198158  0.0243132   0.11127361  0.14525285 -0.05579261  0.06155048
  0.04018832 -0.14256357  0.18503757  0.04492873  0.19486167  0.10075098
 -0.06510703  0.02972532  0.04301589  0.01825848  0.06798141  0.08368104
  0.03863565 -0.0949831   0.07271271 -0.00665118  0.14271775  0.0467211
 -0.0632319  -0.06401557  0.04516898 -0.00077042  0.06914439  0.00141633
  0.02383999  0.03727065  0.0749694  -0.03780311  0.09393771  0.00414841
 -0.13586544  0.13335988  0.038313   -0.01569216  0.14920628 -0.01838321]",1
3,"[-9.95174125e-02 -8.02131891e-02  1.85204476e-01 -3.40668373e-02
 -1.73412710e-01  2.66173147e-02  5.98786287e-02  1.98154792e-01
 -8.00136998e-02  8.91205110e-03 -4.25040759e-02 -4.79603298e-02
  1.12454250e-01  1.30243093e-01 -7.18381852e-02  9.96104032e-02
 -1.40512899e-01 -4.18160446e-02  1.73124313e-01 -1.56359673e-01
  3.10783163e-02 -9.17490721e-02 -5.15059680e-02  7.80749321e-02
 -9.86598134e-02  1.07853442e-01  3.70986909e-02 -1.01767272e-01
 -1.07987495e-02  1.94702926e-03 -1.71787459e-02  1.08638071e-01
  2.03148499e-01 -5.76194264e-02 -6.86983019e-02 -7.34041492e-03
 -1.05625972e-01 -3.05939261e-02  1.06880374e-01 -5.34322299e-03
 -1.63433579e-04  2.97226720e-02  3.59302722e-02 -4.70419899e-02
  1.38102949e-01  1.99812464e-02  2.25209054e-02 -4.37953547e-02
  7.91719258e-02  1.72888599e-02 -7.19856769e-02  5.94519079e-02
 -1.08247817e-01 -1.18064601e-02  1.56794325e-01 -8.39434043e-02
 -1.25130057e-01 -5.76629862e-02  1.43748760e-01 -1.20592818e-01
 -2.32571140e-02  2.36581992e-02  1.16245925e-01 -7.47852549e-02
 -1.83130085e-01  5.83120249e-02 -9.65496618e-03  6.59140348e-02
  4.51738536e-02 -7.49049857e-02  1.33704215e-01  6.81646029e-03
  1.99168593e-01  1.90361962e-02 -7.64622539e-02  6.93688616e-02
 -1.56158254e-01  5.44777773e-02  8.20667818e-02  6.75637797e-02
 -1.96140930e-02  9.07189026e-03  1.32173374e-01 -7.15342835e-02
 -2.25719661e-02 -1.08252421e-01  8.41391459e-02 -1.51814252e-01
 -2.56925017e-01  1.90127760e-01  2.88959835e-02 -1.34345025e-01
 -5.56497611e-02 -1.04697153e-01  1.43084705e-01 -3.79101075e-02
 -3.82690653e-02  4.65421863e-02  1.37301505e-01  1.19195960e-01
 -5.47899343e-02 -6.21913411e-02  6.30879998e-02 -1.19243069e-02
 -5.97760268e-02 -9.76371020e-02 -2.13244185e-02 -5.66102788e-02
 -3.59867327e-02 -5.33641316e-03 -7.33146966e-02  9.35394764e-02
 -9.42030083e-03 -6.51591346e-02 -1.33043766e-01 -3.65858860e-02
 -4.41512186e-03 -5.15665719e-03  4.99151498e-02  4.71946262e-02
  2.19599172e-01  8.12101066e-02 -3.70747447e-02  1.53338760e-01
  6.22935928e-02 -5.30800000e-02 -5.45007363e-02  4.36123945e-02
  5.34035750e-02  7.57096261e-02 -1.70694739e-01 -1.21592827e-01
  1.33094177e-01 -9.04807523e-02 -1.11388698e-01 -7.79233351e-02
  8.77428129e-02  2.39608139e-02  1.05560385e-02 -6.93441555e-02
  3.05104535e-02  5.63784204e-02  7.30493888e-02  1.37712851e-01
 -1.13021508e-01 -1.29992878e-02 -2.17051860e-02  7.32155740e-02
  5.34110405e-02 -4.14397707e-03 -7.53467306e-02 -4.99878526e-02
  2.76029035e-02 -2.51813561e-01  1.74268112e-01 -2.76139170e-01
  5.44834137e-02 -1.54129446e-01 -1.47710919e-01 -2.61813719e-02
  9.80621129e-02 -1.09153010e-01 -4.29369658e-02 -1.71575710e-01
 -6.31746789e-03 -9.13051963e-02 -4.71553914e-02  8.35602134e-02
  9.90061834e-02 -2.05951352e-02  8.32230821e-02 -6.50980771e-02
  8.28297883e-02  9.63118151e-02  9.61809829e-02  1.13615915e-01
 -1.39036253e-01  3.51869911e-02 -9.94405150e-03  3.01399492e-02
  5.93571998e-02  6.34301603e-02  1.00200258e-01  6.91489726e-02
  6.00819625e-02  1.00511089e-01  1.87130030e-02  9.79711637e-02
 -2.68263705e-02 -8.68741423e-02  2.60627717e-02 -1.02267293e-02
 -8.74005184e-02  6.68224767e-02 -7.56371766e-02  5.71040399e-02
 -1.66792825e-01 -4.90014814e-03  1.69992931e-02 -1.26218900e-01
  2.01697439e-01  1.01766117e-01 -8.91033560e-02 -1.44913852e-01
  6.63179755e-02 -2.20711101e-02 -9.26540345e-02 -8.79882835e-03
 -8.21269825e-02 -1.96881853e-02  1.88924223e-01  1.19072184e-01
  9.65608656e-03  4.26833853e-02 -7.11018443e-02  3.97339724e-02
 -1.03794582e-01  3.58374007e-02 -5.23102246e-02  9.66747850e-02
  9.22136754e-02 -2.20751483e-02  8.87829289e-02 -8.64069164e-02
 -1.12352610e-01 -1.03480063e-01  1.07679911e-01 -8.19885135e-02
  1.31158650e-01  1.54918969e-01 -2.92093027e-02 -1.39045700e-01
  4.15561087e-02 -6.54588714e-02  6.13060817e-02 -1.86771471e-02
  6.00582827e-03  8.14331248e-02 -7.94258267e-02  6.94343448e-02
 -5.79426698e-02 -1.27834707e-01 -3.06013543e-02  4.89147939e-02
 -8.95772036e-03  1.49020338e-02 -8.86046812e-02  4.60073166e-02
  3.54291014e-02 -1.65704992e-02 -8.65904614e-02 -8.48190561e-02
  2.30006456e-01 -1.16164625e-01 -8.36145282e-02 -1.03065616e-03
 -2.05680490e-01 -8.76154155e-02  1.89196749e-03  2.10059341e-02
  9.94919613e-02  1.43315479e-01 -6.01796657e-02  5.92823662e-02
  4.81031574e-02 -1.41375035e-01  1.93537042e-01  3.40916775e-02
  1.94444567e-01  1.00268029e-01 -4.84741703e-02  5.00982553e-02
  4.49151359e-02  1.82732642e-02  7.60246143e-02  8.01286101e-02
  3.36102545e-02 -9.11512896e-02  6.67938143e-02 -1.86095331e-02
  1.30590364e-01  4.62000370e-02 -5.96796311e-02 -7.52229542e-02
  4.43064533e-02  6.31114584e-04  7.36301988e-02  4.25411807e-03
  3.00301556e-02  3.47467363e-02  7.41004124e-02 -3.25205885e-02
  1.09906301e-01  1.49960443e-02 -1.30164489e-01  1.36061057e-01
  4.46306393e-02 -1.97280068e-02  1.62253693e-01 -1.78795550e-02]","[-1.01198003e-01 -8.00125971e-02  1.85375154e-01 -3.37024666e-02
 -1.71813279e-01  2.60878466e-02  5.96272945e-02  1.96666807e-01
 -8.09673369e-02  8.45371839e-03 -4.27895710e-02 -4.83261384e-02
  1.13428481e-01  1.29282817e-01 -7.21544176e-02  9.90695134e-02
 -1.39462650e-01 -4.22922783e-02  1.71418756e-01 -1.55354798e-01
  3.08857244e-02 -9.04200226e-02 -5.16020767e-02  7.85626546e-02
 -9.81344134e-02  1.07372582e-01  3.88533622e-02 -1.02008067e-01
 -1.12665286e-02  1.17832841e-03 -1.80493314e-02  1.07770763e-01
  2.03493252e-01 -5.72434627e-02 -6.63194284e-02 -7.29929423e-03
 -1.06463544e-01 -3.32101993e-02  1.07992090e-01 -6.40741549e-03
 -1.61537749e-03  2.91292667e-02  3.58242542e-02 -4.75171544e-02
  1.41039088e-01  1.97764300e-02  2.47656908e-02 -4.25844826e-02
  8.04633424e-02  1.78600419e-02 -7.24140480e-02  5.88705726e-02
 -1.07686006e-01 -9.96154733e-03  1.55310899e-01 -8.39608684e-02
 -1.25759318e-01 -5.93414344e-02  1.42958030e-01 -1.20189279e-01
 -2.49385014e-02  2.37485394e-02  1.16937064e-01 -7.23550245e-02
 -1.82060242e-01  5.77377491e-02 -9.01668426e-03  6.79402351e-02
  4.48020771e-02 -7.26476014e-02  1.34542182e-01  7.22099235e-03
  2.00890854e-01  1.84238590e-02 -7.53824413e-02  6.76733926e-02
 -1.55604228e-01  5.26936948e-02  8.21247399e-02  6.79766238e-02
 -1.73714887e-02  9.28568281e-03  1.33131310e-01 -7.30945170e-02
 -2.13032253e-02 -1.10318311e-01  8.26126412e-02 -1.50891662e-01
 -2.58242935e-01  1.88205615e-01  2.89665964e-02 -1.34335577e-01
 -5.53076677e-02 -1.05520107e-01  1.42383948e-01 -3.63651589e-02
 -3.74418534e-02  4.74975742e-02  1.39840782e-01  1.18593201e-01
 -5.67633137e-02 -6.10599704e-02  6.43386692e-02 -1.01533178e-02
 -6.10262156e-02 -9.86498669e-02 -1.91962607e-02 -5.75667806e-02
 -3.45684029e-02 -5.97210508e-03 -7.19645619e-02  9.42954123e-02
 -1.19033968e-02 -6.62230998e-02 -1.30674407e-01 -3.81577909e-02
 -3.15941381e-03 -6.66828407e-03  4.86084521e-02  4.80155721e-02
  2.16920942e-01  8.18044618e-02 -3.75664681e-02  1.54962659e-01
  6.29246458e-02 -5.31966537e-02 -5.47691584e-02  4.58586849e-02
  5.43563217e-02  7.56889731e-02 -1.71671018e-01 -1.19929805e-01
  1.34276107e-01 -9.03256834e-02 -1.10538535e-01 -7.81779885e-02
  8.72695521e-02  2.32370589e-02  8.75769742e-03 -6.99558780e-02
  3.14795412e-02  5.71514033e-02  7.22925141e-02  1.38407141e-01
 -1.13040991e-01 -1.10262502e-02 -2.26103645e-02  7.25117773e-02
  5.47994152e-02 -4.05773707e-03 -7.70053566e-02 -4.97724004e-02
  2.91380528e-02 -2.52405494e-01  1.75267994e-01 -2.76875228e-01
  5.53694963e-02 -1.53334633e-01 -1.46765843e-01 -2.62610596e-02
  9.75779518e-02 -1.07443400e-01 -4.36361171e-02 -1.70756698e-01
 -4.70738159e-03 -9.11400467e-02 -4.76215519e-02  8.61242414e-02
  9.81986970e-02 -1.99605301e-02  8.35798085e-02 -6.54621646e-02
  8.25029835e-02  9.65778530e-02  9.51572433e-02  1.11465149e-01
 -1.40244871e-01  3.56285833e-02 -7.45749520e-03  3.01870257e-02
  6.06147461e-02  6.38873428e-02  1.00681007e-01  7.02291504e-02
  6.00943118e-02  1.03063449e-01  1.90675743e-02  9.77347568e-02
 -2.59175338e-02 -8.79134685e-02  2.53010150e-02 -1.06028514e-02
 -8.77898708e-02  6.50922209e-02 -7.60847852e-02  5.72160035e-02
 -1.65308371e-01 -2.52762297e-03  1.63665488e-02 -1.25915974e-01
  2.00217858e-01  1.01333492e-01 -8.93711895e-02 -1.46063939e-01
  6.66119084e-02 -2.06945818e-02 -9.38850716e-02 -8.42838548e-03
 -7.95547813e-02 -1.89002436e-02  1.89027473e-01  1.18500680e-01
  1.12365568e-02  4.06347960e-02 -7.19811097e-02  3.90753336e-02
 -1.04848154e-01  3.45977359e-02 -5.36367632e-02  9.83879641e-02
  9.18917730e-02 -2.26251129e-02  9.03452262e-02 -8.72748196e-02
 -1.13909520e-01 -1.05064027e-01  1.05199404e-01 -8.13888982e-02
  1.31563649e-01  1.54661074e-01 -2.99083572e-02 -1.39823869e-01
  4.02459688e-02 -6.72185346e-02  6.10010475e-02 -1.77289844e-02
  7.42298737e-03  8.06958675e-02 -7.86792785e-02  6.89097121e-02
 -5.78112528e-02 -1.26210898e-01 -3.10318563e-02  4.82375436e-02
 -8.54738709e-03  1.49749741e-02 -9.01863948e-02  4.77358885e-02
  3.40763479e-02 -1.44446613e-02 -8.72778520e-02 -8.32026452e-02
  2.30920032e-01 -1.16480060e-01 -8.42233375e-02 -1.01433448e-04
 -2.06063971e-01 -8.64953697e-02  1.94797840e-03  1.95739642e-02
  9.60736573e-02  1.43851101e-01 -5.95603846e-02  5.92775345e-02
  4.90781851e-02 -1.42388359e-01  1.95387110e-01  3.28891464e-02
  1.93427563e-01  9.97273251e-02 -4.67616618e-02  5.29062524e-02
  4.46156561e-02  1.88650955e-02  7.53578469e-02  7.99002200e-02
  3.36912833e-02 -9.13235098e-02  6.85991570e-02 -1.76630933e-02
  1.30519643e-01  4.62245494e-02 -5.87249845e-02 -7.57751986e-02
  4.55257706e-02  1.16436079e-03  7.38388151e-02  4.59531602e-03
  3.12226415e-02  3.55151892e-02  7.57521540e-02 -3.22495215e-02
  1.11494742e-01  1.51328659e-02 -1.31142914e-01  1.35138959e-01
  4.66768257e-02 -2.09106542e-02  1.62452117e-01 -1.82187892e-02]",1
